house_cnt	adm_cd	adm_nm	type	type_nm
37	11190690	신길7동	03	연립주택
143	11190700	대림1동	03	연립주택
246	11190710	대림2동	03	연립주택
67	11190720	대림3동	03	연립주택
65	11190730	영등포본동	03	연립주택
103	11190740	영등포동	03	연립주택
125	11190750	도림동	03	연립주택
34	11190760	문래동	03	연립주택
165	11200520	노량진2동	03	연립주택
737	11200530	상도1동	03	연립주택
192	11200540	상도2동	03	연립주택
793	11200550	상도3동	03	연립주택
661	11200560	상도4동	03	연립주택
428	11200630	사당1동	03	연립주택
163	11200650	사당3동	03	연립주택
130	11200660	사당4동	03	연립주택
144	11200670	사당5동	03	연립주택
384	11200680	대방동	03	연립주택
102	11200690	신대방1동	03	연립주택
231	11200700	신대방2동	03	연립주택
405	11200710	흑석동	03	연립주택
333	11200720	노량진1동	03	연립주택
196	11200730	사당2동	03	연립주택
620	11210520	보라매동	03	연립주택
98	11210540	청림동	03	연립주택
155	11210570	행운동	03	연립주택
399	11210580	낙성대동	03	연립주택
157	11210610	중앙동	03	연립주택
692	11210620	인헌동	03	연립주택
526	11210630	남현동	03	연립주택
446	11210640	서원동	03	연립주택
82	11210650	신원동	03	연립주택
272	11210660	서림동	03	연립주택
134	11210680	신사동	03	연립주택
14	11210690	신림동	03	연립주택
76	11210710	난향동	03	연립주택
130	11210720	조원동	03	연립주택
231	11210730	대학동	03	연립주택
245	11210780	은천동	03	연립주택
81	11210790	성현동	03	연립주택
454	11210800	청룡동	03	연립주택
709	11210810	난곡동	03	연립주택
229	11210820	삼성동	03	연립주택
425	11210830	미성동	03	연립주택
211	11220510	서초1동	03	연립주택
80	11220520	서초2동	03	연립주택
636	11220530	서초3동	03	연립주택
18	11220540	서초4동	03	연립주택
103	11220550	잠원동	03	연립주택
278	11220570	반포1동	03	연립주택
891	11220600	반포4동	03	연립주택
149	11220610	방배본동	03	연립주택
279	11220620	방배1동	03	연립주택
209	11220630	방배2동	03	연립주택
164	11220640	방배3동	03	연립주택
238	11220650	방배4동	03	연립주택
784	11220660	양재1동	03	연립주택
801	11220670	양재2동	03	연립주택
16	11220680	내곡동	03	연립주택
90	11230510	신사동	03	연립주택
765	11230520	논현1동	03	연립주택
576	11230530	논현2동	03	연립주택
329	11230580	삼성1동	03	연립주택
133	11230590	삼성2동	03	연립주택
12	11230600	대치1동	03	연립주택
120	11230630	대치4동	03	연립주택
776	11230640	역삼1동	03	연립주택
210	11230650	역삼2동	03	연립주택
148	11230660	도곡1동	03	연립주택
125	11230670	도곡2동	03	연립주택
463	11230710	개포4동	03	연립주택
285	11230720	일원본동	03	연립주택
7	11230730	일원1동	03	연립주택
286	11230760	세곡동	03	연립주택
226	11230770	압구정동	03	연립주택
508	11230780	청담동	03	연립주택
51	11230790	대치2동	03	연립주택
8	11230800	개포2동	03	연립주택
188	11240510	풍납1동	03	연립주택
176	11240520	풍납2동	03	연립주택
202	11240530	거여1동	03	연립주택
57	11240540	거여2동	03	연립주택
160	11240550	마천1동	03	연립주택
369	11240560	마천2동	03	연립주택
304	11240570	방이1동	03	연립주택
599	11240580	방이2동	03	연립주택
547	11240600	오금동	03	연립주택
325	11240610	송파1동	03	연립주택
150	11240620	송파2동	03	연립주택
410	11240630	석촌동	03	연립주택
257	11240640	삼전동	03	연립주택
226	11240650	가락본동	03	연립주택
183	11240670	가락2동	03	연립주택
171	11240680	문정1동	03	연립주택
122	11240710	잠실본동	03	연립주택
103	11240810	장지동	03	연립주택
111	11250530	명일1동	03	연립주택
18	11250550	고덕1동	03	연립주택
14	11250580	암사2동	03	연립주택
38	11250590	암사3동	03	연립주택
377	11250610	천호1동	03	연립주택
204	11250630	천호3동	03	연립주택
325	11250650	성내1동	03	연립주택
123	11250660	성내2동	03	연립주택
142	11250670	성내3동	03	연립주택
153	11250710	둔촌2동	03	연립주택
260	11250720	암사1동	03	연립주택
194	11250730	천호2동	03	연립주택
565	11250740	길동	03	연립주택
559	11250760	상일1동	03	연립주택
367	11010530	사직동	04	다세대주택
37	11010540	삼청동	04	다세대주택
954	11010550	부암동	04	다세대주택
990	11010560	평창동	04	다세대주택
42	11010570	무악동	04	다세대주택
945	11010580	교남동	04	다세대주택
623	11010600	가회동	04	다세대주택
46	11010610	종로1·2·3·4가동	04	다세대주택
110	11010630	종로5·6가동	04	다세대주택
1356	11010640	이화동	04	다세대주택
157	11010670	창신1동	04	다세대주택
1095	11010680	창신2동	04	다세대주택
79	11010690	창신3동	04	다세대주택
274	11010700	숭인1동	04	다세대주택
969	11010710	숭인2동	04	다세대주택
1624	11010720	청운효자동	04	다세대주택
2214	11010730	혜화동	04	다세대주택
113	11020540	회현동	04	다세대주택
39	11020550	명동	04	다세대주택
222	11020570	필동	04	다세대주택
1224	11020580	장충동	04	다세대주택
117	11020590	광희동	04	다세대주택
0	11020600	을지로동	04	다세대주택
310	11020650	신당5동	04	다세대주택
394	11020670	황학동	04	다세대주택
450	11020680	중림동	04	다세대주택
397	11020690	신당동	04	다세대주택
2396	11020700	다산동	04	다세대주택
656	11020710	약수동	04	다세대주택
433	11020720	청구동	04	다세대주택
164	11020730	동화동	04	다세대주택
2599	11030510	후암동	04	다세대주택
1451	11030520	용산2가동	04	다세대주택
472	11030530	남영동	04	다세대주택
819	11030570	원효로2동	04	다세대주택
1362	11030580	효창동	04	다세대주택
1462	11030590	용문동	04	다세대주택
5	11030630	이촌1동	04	다세대주택
305	11030640	이촌2동	04	다세대주택
380	11030650	이태원1동	04	다세대주택
821	11030660	이태원2동	04	다세대주택
685	11030690	서빙고동	04	다세대주택
803	11030700	보광동	04	다세대주택
3387	11030710	청파동	04	다세대주택
1231	11030720	원효로1동	04	다세대주택
411	11030730	한강로동	04	다세대주택
1443	11030740	한남동	04	다세대주택
180	11040520	왕십리2동	04	다세대주택
863	11040540	마장동	04	다세대주택
976	11040550	사근동	04	다세대주택
339	11040560	행당1동	04	다세대주택
204	11040570	행당2동	04	다세대주택
1174	11040580	응봉동	04	다세대주택
780	11040590	금호1가동	04	다세대주택
239	11040620	금호4가동	04	다세대주택
512	11040650	성수1가1동	04	다세대주택
375	11040660	성수1가2동	04	다세대주택
596	11040670	성수2가1동	04	다세대주택
590	11040680	성수2가3동	04	다세대주택
576	11040690	송정동	04	다세대주택
292	11040700	용답동	04	다세대주택
454	11040710	왕십리도선동	04	다세대주택
1260	11040720	금호2·3가동	04	다세대주택
135	11040730	옥수동	04	다세대주택
2389	11050530	화양동	04	다세대주택
2021	11050540	군자동	04	다세대주택
2237	11050550	중곡1동	04	다세대주택
3312	11050560	중곡2동	04	다세대주택
2169	11050570	중곡3동	04	다세대주택
4855	11050580	중곡4동	04	다세대주택
1701	11050590	능동	04	다세대주택
3660	11050600	구의1동	04	다세대주택
4256	11050610	구의2동	04	다세대주택
2284	11050620	구의3동	04	다세대주택
517	11050630	광장동	04	다세대주택
3175	11050640	자양1동	04	다세대주택
3109	11050650	자양2동	04	다세대주택
770	11050660	자양3동	04	다세대주택
1271	11050670	자양4동	04	다세대주택
651	11060710	회기동	04	다세대주택
582	11060720	휘경1동	04	다세대주택
1193	11060730	휘경2동	04	다세대주택
648	11060800	청량리동	04	다세대주택
1576	11060810	용신동	04	다세대주택
2130	11060820	제기동	04	다세대주택
1850	11060830	전농1동	04	다세대주택
446	11060840	전농2동	04	다세대주택
447	11060860	답십리2동	04	다세대주택
2903	11060870	장안1동	04	다세대주택
2150	11060880	장안2동	04	다세대주택
834	11060890	이문1동	04	다세대주택
363	11060900	이문2동	04	다세대주택
472	11060910	답십리1동	04	다세대주택
2255	11070520	면목2동	04	다세대주택
1385	11070540	면목4동	04	다세대주택
1340	11070550	면목5동	04	다세대주택
1549	11070570	면목7동	04	다세대주택
1644	11070590	상봉1동	04	다세대주택
3122	11070600	상봉2동	04	다세대주택
2196	11070610	중화1동	04	다세대주택
2886	11070620	중화2동	04	다세대주택
3027	11070640	묵1동	04	다세대주택
2414	11070650	묵2동	04	다세대주택
2103	11070680	망우3동	04	다세대주택
719	11070690	신내1동	04	다세대주택
5112	11070710	면목본동	04	다세대주택
2081	11070720	면목3·8동	04	다세대주택
1608	11070730	망우본동	04	다세대주택
180	11080580	돈암1동	04	다세대주택
386	11080590	돈암2동	04	다세대주택
1123	11080600	안암동	04	다세대주택
955	11080610	보문동	04	다세대주택
596	11080620	정릉1동	04	다세대주택
3323	11080630	정릉2동	04	다세대주택
1845	11080640	정릉3동	04	다세대주택
2364	11080650	정릉4동	04	다세대주택
226	11080660	길음1동	04	다세대주택
96	11080680	길음2동	04	다세대주택
932	11080710	월곡1동	04	다세대주택
815	11080720	월곡2동	04	다세대주택
3974	11080760	장위1동	04	다세대주택
1779	11080770	장위2동	04	다세대주택
283	11080780	장위3동	04	다세대주택
1779	11080810	성북동	04	다세대주택
1615	11080820	삼선동	04	다세대주택
1509	11080830	동선동	04	다세대주택
2344	11080840	종암동	04	다세대주택
2964	11080850	석관동	04	다세대주택
1812	11090600	번1동	04	다세대주택
3403	11090610	번2동	04	다세대주택
249	11090620	번3동	04	다세대주택
3970	11090630	수유1동	04	다세대주택
3361	11090640	수유2동	04	다세대주택
3507	11090650	수유3동	04	다세대주택
2545	11090690	삼양동	04	다세대주택
3454	11090700	미아동	04	다세대주택
3244	11090710	송중동	04	다세대주택
2568	11090720	송천동	04	다세대주택
23	11090730	삼각산동	04	다세대주택
4295	11090740	우이동	04	다세대주택
6303	11090750	인수동	04	다세대주택
3676	11100510	쌍문1동	04	다세대주택
2607	11100520	쌍문2동	04	다세대주택
2105	11100530	쌍문3동	04	다세대주택
539	11100540	쌍문4동	04	다세대주택
2242	11100550	방학1동	04	다세대주택
3657	11100560	방학2동	04	다세대주택
310	11100570	방학3동	04	다세대주택
968	11100590	창1동	04	다세대주택
4630	11100600	창2동	04	다세대주택
1516	11100610	창3동	04	다세대주택
38	11100620	창4동	04	다세대주택
1368	11100630	창5동	04	다세대주택
3841	11100640	도봉1동	04	다세대주택
411	11100650	도봉2동	04	다세대주택
2018	11110510	월계1동	04	다세대주택
268	11110520	월계2동	04	다세대주택
26	11110530	월계3동	04	다세대주택
1100	11110560	공릉2동	04	다세대주택
537	11110580	하계1동	04	다세대주택
913	11110600	중계본동	04	다세대주택
222	11110640	중계4동	04	다세대주택
1623	11110650	상계1동	04	다세대주택
1139	11110660	상계2동	04	다세대주택
1843	11110690	상계5동	04	다세대주택
1659	11110760	상계3·4동	04	다세대주택
3265	11110790	공릉1동	04	다세대주택
5545	11120510	녹번동	04	다세대주택
4396	11120520	불광1동	04	다세대주택
4101	11120550	갈현1동	04	다세대주택
6429	11120560	갈현2동	04	다세대주택
6367	11120570	구산동	04	다세대주택
5038	11120580	대조동	04	다세대주택
3558	11120590	응암1동	04	다세대주택
1164	11120600	응암2동	04	다세대주택
5336	11120650	신사1동	04	다세대주택
2654	11120660	신사2동	04	다세대주택
1568	11120670	증산동	04	다세대주택
499	11120680	수색동	04	다세대주택
11	11120710	진관동	04	다세대주택
5763	11120720	불광2동	04	다세대주택
4609	11120730	응암3동	04	다세대주택
10807	11120740	역촌동	04	다세대주택
270	11130520	천연동	04	다세대주택
1731	11130620	홍제1동	04	다세대주택
1331	11130640	홍제3동	04	다세대주택
520	11130650	홍제2동	04	다세대주택
745	11130660	홍은1동	04	다세대주택
4651	11130680	홍은2동	04	다세대주택
64	11130690	남가좌1동	04	다세대주택
2012	11130700	남가좌2동	04	다세대주택
764	11130710	북가좌1동	04	다세대주택
6484	11130720	북가좌2동	04	다세대주택
1455	11130730	충현동	04	다세대주택
307	11130740	북아현동	04	다세대주택
2489	11130750	신촌동	04	다세대주택
4146	11130760	연희동	04	다세대주택
868	11140590	용강동	04	다세대주택
892	11140600	대흥동	04	다세대주택
959	11140610	염리동	04	다세대주택
1311	11140630	신수동	04	다세대주택
4245	11140660	서교동	04	다세대주택
3821	11140680	합정동	04	다세대주택
3973	11140690	망원1동	04	다세대주택
2948	11140700	망원2동	04	다세대주택
3044	11140710	연남동	04	다세대주택
4486	11140720	성산1동	04	다세대주택
2173	11140730	성산2동	04	다세대주택
487	11140740	상암동	04	다세대주택
507	11140750	도화동	04	다세대주택
1804	11140760	서강동	04	다세대주택
2300	11140770	공덕동	04	다세대주택
116	11140780	아현동	04	다세대주택
178	11150510	목1동	04	다세대주택
6372	11150520	목2동	04	다세대주택
4098	11150530	목3동	04	다세대주택
3610	11150540	목4동	04	다세대주택
3253	11150570	신월1동	04	다세대주택
2267	11150580	신월2동	04	다세대주택
1773	11150590	신월3동	04	다세대주택
2105	11150600	신월4동	04	다세대주택
2296	11150610	신월5동	04	다세대주택
543	11150620	신월6동	04	다세대주택
4688	11150630	신월7동	04	다세대주택
289	11150640	신정1동	04	다세대주택
405	11150650	신정2동	04	다세대주택
1090	11150660	신정3동	04	다세대주택
107	11150700	신정7동	04	다세대주택
6263	11150720	신정4동	04	다세대주택
962	11160510	염창동	04	다세대주택
1387	11160520	등촌1동	04	다세대주택
3119	11160530	등촌2동	04	다세대주택
206	11160540	등촌3동	04	다세대주택
9557	11160550	화곡본동	04	다세대주택
4800	11160570	화곡2동	04	다세대주택
2492	11160580	화곡3동	04	다세대주택
4977	11160590	화곡4동	04	다세대주택
3449	11160610	화곡6동	04	다세대주택
7098	11160630	화곡8동	04	다세대주택
691	11160640	가양1동	04	다세대주택
2206	11160670	발산1동	04	다세대주택
3145	11160690	공항동	04	다세대주택
2432	11160700	방화1동	04	다세대주택
2075	11160710	방화2동	04	다세대주택
517	11160720	방화3동	04	다세대주택
10909	11160730	화곡1동	04	다세대주택
2991	11160740	우장산동	04	다세대주택
124	11170510	신도림동	04	다세대주택
96	11170520	구로1동	04	다세대주택
1529	11170540	구로3동	04	다세대주택
1400	11170550	구로4동	04	다세대주택
687	11170560	구로5동	04	다세대주택
1115	11170610	고척1동	04	다세대주택
1951	11170620	고척2동	04	다세대주택
3823	11170640	개봉2동	04	다세대주택
4113	11170650	개봉3동	04	다세대주택
1701	11170670	오류1동	04	다세대주택
3630	11170690	수궁동	04	다세대주택
1322	11170700	가리봉동	04	다세대주택
2441	11170710	구로2동	04	다세대주택
3104	11170720	개봉1동	04	다세대주택
1772	11170730	오류2동	04	다세대주택
177	11170740	항동	04	다세대주택
2363	11180510	가산동	04	다세대주택
2171	11180520	독산1동	04	다세대주택
3091	11180530	독산2동	04	다세대주택
3931	11180540	독산3동	04	다세대주택
2338	11180550	독산4동	04	다세대주택
3421	11180570	시흥1동	04	다세대주택
252	11180580	시흥2동	04	다세대주택
1454	11180590	시흥3동	04	다세대주택
3028	11180600	시흥4동	04	다세대주택
2353	11180610	시흥5동	04	다세대주택
813	11190550	당산1동	04	다세대주택
1222	11190560	당산2동	04	다세대주택
408	11190610	양평1동	04	다세대주택
1986	11190620	양평2동	04	다세대주택
1280	11190630	신길1동	04	다세대주택
454	11190650	신길3동	04	다세대주택
423	11190660	신길4동	04	다세대주택
659	11190670	신길5동	04	다세대주택
646	11190680	신길6동	04	다세대주택
213	11190690	신길7동	04	다세대주택
597	11190700	대림1동	04	다세대주택
907	11190710	대림2동	04	다세대주택
1870	11190720	대림3동	04	다세대주택
1442	11190730	영등포본동	04	다세대주택
1736	11190740	영등포동	04	다세대주택
1033	11190750	도림동	04	다세대주택
55	11190760	문래동	04	다세대주택
618	11200520	노량진2동	04	다세대주택
3854	11200530	상도1동	04	다세대주택
1662	11200540	상도2동	04	다세대주택
4462	11200550	상도3동	04	다세대주택
5419	11200560	상도4동	04	다세대주택
3488	11200630	사당1동	04	다세대주택
1730	11200650	사당3동	04	다세대주택
2250	11200660	사당4동	04	다세대주택
1163	11200670	사당5동	04	다세대주택
3328	11200680	대방동	04	다세대주택
976	11200690	신대방1동	04	다세대주택
1403	11200700	신대방2동	04	다세대주택
872	11200710	흑석동	04	다세대주택
770	11200720	노량진1동	04	다세대주택
967	11200730	사당2동	04	다세대주택
2827	11210520	보라매동	04	다세대주택
275	11210540	청림동	04	다세대주택
2179	11210570	행운동	04	다세대주택
979	11210580	낙성대동	04	다세대주택
1414	11210610	중앙동	04	다세대주택
3927	11210620	인헌동	04	다세대주택
2150	11210630	남현동	04	다세대주택
3172	11210640	서원동	04	다세대주택
1644	11210650	신원동	04	다세대주택
1964	11210660	서림동	04	다세대주택
2035	11210680	신사동	04	다세대주택
2023	11210690	신림동	04	다세대주택
504	11210710	난향동	04	다세대주택
1851	11210720	조원동	04	다세대주택
827	11210730	대학동	04	다세대주택
3136	11210780	은천동	04	다세대주택
1295	11210790	성현동	04	다세대주택
1755	11210800	청룡동	04	다세대주택
4497	11210810	난곡동	04	다세대주택
847	11210820	삼성동	04	다세대주택
3484	11210830	미성동	04	다세대주택
1407	11220510	서초1동	04	다세대주택
383	11220520	서초2동	04	다세대주택
2678	11220530	서초3동	04	다세대주택
68	11220540	서초4동	04	다세대주택
594	11220550	잠원동	04	다세대주택
1943	11220570	반포1동	04	다세대주택
1219	11220600	반포4동	04	다세대주택
1677	11220610	방배본동	04	다세대주택
2759	11220620	방배1동	04	다세대주택
2137	11220630	방배2동	04	다세대주택
709	11220640	방배3동	04	다세대주택
3051	11220650	방배4동	04	다세대주택
2196	11220660	양재1동	04	다세대주택
4385	11220670	양재2동	04	다세대주택
73	11220680	내곡동	04	다세대주택
664	11230510	신사동	04	다세대주택
3370	11230520	논현1동	04	다세대주택
2287	11230530	논현2동	04	다세대주택
710	11230580	삼성1동	04	다세대주택
2172	11230590	삼성2동	04	다세대주택
44	11230600	대치1동	04	다세대주택
3408	11230630	대치4동	04	다세대주택
5400	11230640	역삼1동	04	다세대주택
2089	11230650	역삼2동	04	다세대주택
674	11230660	도곡1동	04	다세대주택
229	11230670	도곡2동	04	다세대주택
99	11230680	개포1동	04	다세대주택
2909	11230710	개포4동	04	다세대주택
1314	11230730	일원1동	04	다세대주택
166	11230760	세곡동	04	다세대주택
377	11230770	압구정동	04	다세대주택
1206	11230780	청담동	04	다세대주택
704	11230790	대치2동	04	다세대주택
267	11230800	개포2동	04	다세대주택
542	11240510	풍납1동	04	다세대주택
1306	11240520	풍납2동	04	다세대주택
1292	11240530	거여1동	04	다세대주택
531	11240540	거여2동	04	다세대주택
1759	11240550	마천1동	04	다세대주택
2562	11240560	마천2동	04	다세대주택
2274	11240570	방이1동	04	다세대주택
5703	11240580	방이2동	04	다세대주택
4454	11240600	오금동	04	다세대주택
6891	11240610	송파1동	04	다세대주택
1567	11240620	송파2동	04	다세대주택
9818	11240630	석촌동	04	다세대주택
9979	11240640	삼전동	04	다세대주택
2747	11240650	가락본동	04	다세대주택
3329	11240670	가락2동	04	다세대주택
3053	11240680	문정1동	04	다세대주택
7371	11240710	잠실본동	04	다세대주택
2263	11240810	장지동	04	다세대주택
10	11240820	위례동	04	다세대주택
1036	11250530	명일1동	04	다세대주택
274	11250540	명일2동	04	다세대주택
363	11250550	고덕1동	04	다세대주택
452	11250560	고덕2동	04	다세대주택
867	11250580	암사2동	04	다세대주택
520	11250590	암사3동	04	다세대주택
3863	11250610	천호1동	04	다세대주택
2141	11250630	천호3동	04	다세대주택
2725	11250650	성내1동	04	다세대주택
3016	11250660	성내2동	04	다세대주택
3192	11250670	성내3동	04	다세대주택
2255	11250710	둔촌2동	04	다세대주택
5772	11250720	암사1동	04	다세대주택
4759	11250730	천호2동	04	다세대주택
4229	11250740	길동	04	다세대주택
616	11250760	상일1동	04	다세대주택
57	11250770	상일2동	04	다세대주택
35	11010530	사직동	05	비거주용
31	11010540	삼청동	05	비거주용
37	11010550	부암동	05	비거주용
62	11010560	평창동	05	비거주용
6	11010570	무악동	05	비거주용
0	11010580	교남동	05	비거주용
11	11010600	가회동	05	비거주용
78	11010610	종로1·2·3·4가동	05	비거주용
135	11010630	종로5·6가동	05	비거주용
61	11010640	이화동	05	비거주용
35	11010670	창신1동	05	비거주용
47	11010680	창신2동	05	비거주용
9	11010690	창신3동	05	비거주용
25	11010700	숭인1동	05	비거주용
55	11010710	숭인2동	05	비거주용
53	11010720	청운효자동	05	비거주용
112	11010730	혜화동	05	비거주용
13	11020520	소공동	05	비거주용
36	11020540	회현동	05	비거주용
44	11020550	명동	05	비거주용
70	11020570	필동	05	비거주용
48	11020580	장충동	05	비거주용
37	11020590	광희동	05	비거주용
42	11020600	을지로동	05	비거주용
56	11020650	신당5동	05	비거주용
108	11020670	황학동	05	비거주용
21	11020680	중림동	05	비거주용
93	11020690	신당동	05	비거주용
84	11020700	다산동	05	비거주용
18	11020710	약수동	05	비거주용
48	11020720	청구동	05	비거주용
58	11020730	동화동	05	비거주용
42	11030510	후암동	05	비거주용
33	11030520	용산2가동	05	비거주용
53	11030530	남영동	05	비거주용
25	11030570	원효로2동	05	비거주용
28	11030580	효창동	05	비거주용
23	11030590	용문동	05	비거주용
7	11030640	이촌2동	05	비거주용
44	11030650	이태원1동	05	비거주용
35	11030660	이태원2동	05	비거주용
7	11030690	서빙고동	05	비거주용
38	11030700	보광동	05	비거주용
82	11030710	청파동	05	비거주용
61	11030720	원효로1동	05	비거주용
56	11030730	한강로동	05	비거주용
74	11030740	한남동	05	비거주용
27	11040520	왕십리2동	05	비거주용
155	11040540	마장동	05	비거주용
63	11040550	사근동	05	비거주용
50	11040560	행당1동	05	비거주용
0	11040570	행당2동	05	비거주용
8	11040580	응봉동	05	비거주용
22	11040590	금호1가동	05	비거주용
29	11040620	금호4가동	05	비거주용
76	11040650	성수1가1동	05	비거주용
77	11040660	성수1가2동	05	비거주용
122	11040670	성수2가1동	05	비거주용
88	11040680	성수2가3동	05	비거주용
24	11040690	송정동	05	비거주용
45	11040700	용답동	05	비거주용
78	11040710	왕십리도선동	05	비거주용
62	11040720	금호2·3가동	05	비거주용
27	11040730	옥수동	05	비거주용
148	11050530	화양동	05	비거주용
93	11050540	군자동	05	비거주용
112	11050550	중곡1동	05	비거주용
131	11050560	중곡2동	05	비거주용
119	11050570	중곡3동	05	비거주용
129	11050580	중곡4동	05	비거주용
31	11050590	능동	05	비거주용
117	11050600	구의1동	05	비거주용
69	11050610	구의2동	05	비거주용
41	11050620	구의3동	05	비거주용
45	11050630	광장동	05	비거주용
105	11050640	자양1동	05	비거주용
76	11050650	자양2동	05	비거주용
62	11050660	자양3동	05	비거주용
108	11050670	자양4동	05	비거주용
93	11060710	회기동	05	비거주용
50	11060720	휘경1동	05	비거주용
51	11060730	휘경2동	05	비거주용
92	11060800	청량리동	05	비거주용
229	11060810	용신동	05	비거주용
212	11060820	제기동	05	비거주용
93	11060830	전농1동	05	비거주용
21	11060840	전농2동	05	비거주용
88	11060860	답십리2동	05	비거주용
212	11060870	장안1동	05	비거주용
140	11060880	장안2동	05	비거주용
91	11060890	이문1동	05	비거주용
43	11060900	이문2동	05	비거주용
62	11060910	답십리1동	05	비거주용
170	11070520	면목2동	05	비거주용
60	11070540	면목4동	05	비거주용
45	11070550	면목5동	05	비거주용
99	11070570	면목7동	05	비거주용
51	11070590	상봉1동	05	비거주용
127	11070600	상봉2동	05	비거주용
56	11070610	중화1동	05	비거주용
119	11070620	중화2동	05	비거주용
83	11070640	묵1동	05	비거주용
132	11070650	묵2동	05	비거주용
62	11070680	망우3동	05	비거주용
69	11070690	신내1동	05	비거주용
6	11070700	신내2동	05	비거주용
120	11070710	면목본동	05	비거주용
126	11070720	면목3·8동	05	비거주용
152	11070730	망우본동	05	비거주용
8	11080580	돈암1동	05	비거주용
0	11080590	돈암2동	05	비거주용
135	11080600	안암동	05	비거주용
83	11080610	보문동	05	비거주용
43	11080620	정릉1동	05	비거주용
39	11080630	정릉2동	05	비거주용
57	11080640	정릉3동	05	비거주용
50	11080650	정릉4동	05	비거주용
19	11080660	길음1동	05	비거주용
35	11080680	길음2동	05	비거주용
38	11080710	월곡1동	05	비거주용
86	11080720	월곡2동	05	비거주용
84	11080760	장위1동	05	비거주용
71	11080770	장위2동	05	비거주용
21	11080780	장위3동	05	비거주용
72	11080810	성북동	05	비거주용
118	11080820	삼선동	05	비거주용
134	11080830	동선동	05	비거주용
115	11080840	종암동	05	비거주용
114	11080850	석관동	05	비거주용
87	11090600	번1동	05	비거주용
25	11090610	번2동	05	비거주용
21	11090620	번3동	05	비거주용
69	11090630	수유1동	05	비거주용
114	11090640	수유2동	05	비거주용
128	11090650	수유3동	05	비거주용
48	11090690	삼양동	05	비거주용
86	11090700	미아동	05	비거주용
86	11090710	송중동	05	비거주용
121	11090720	송천동	05	비거주용
9	11090730	삼각산동	05	비거주용
71	11090740	우이동	05	비거주용
113	11090750	인수동	05	비거주용
47	11100510	쌍문1동	05	비거주용
43	11100520	쌍문2동	05	비거주용
52	11100530	쌍문3동	05	비거주용
11	11100540	쌍문4동	05	비거주용
89	11100550	방학1동	05	비거주용
88	11100560	방학2동	05	비거주용
14	11100570	방학3동	05	비거주용
39	11100590	창1동	05	비거주용
53	11100600	창2동	05	비거주용
38	11100610	창3동	05	비거주용
46	11100630	창5동	05	비거주용
126	11100640	도봉1동	05	비거주용
31	11100650	도봉2동	05	비거주용
61	11110510	월계1동	05	비거주용
14	11110520	월계2동	05	비거주용
9	11110530	월계3동	05	비거주용
55	11110560	공릉2동	05	비거주용
31	11110580	하계1동	05	비거주용
36	11110600	중계본동	05	비거주용
6	11110610	중계1동	05	비거주용
36	11110640	중계4동	05	비거주용
64	11110650	상계1동	05	비거주용
75	11110660	상계2동	05	비거주용
91	11110690	상계5동	05	비거주용
0	11110730	상계9동	05	비거주용
57	11110760	상계3·4동	05	비거주용
0	11110770	상계6·7동	05	비거주용
123	11110790	공릉1동	05	비거주용
81	11120510	녹번동	05	비거주용
69	11120520	불광1동	05	비거주용
107	11120550	갈현1동	05	비거주용
108	11120560	갈현2동	05	비거주용
57	11120570	구산동	05	비거주용
106	11120580	대조동	05	비거주용
70	11120590	응암1동	05	비거주용
26	11120600	응암2동	05	비거주용
58	11120650	신사1동	05	비거주용
55	11120660	신사2동	05	비거주용
35	11120670	증산동	05	비거주용
22	11120680	수색동	05	비거주용
12	11120710	진관동	05	비거주용
63	11120720	불광2동	05	비거주용
123	11120730	응암3동	05	비거주용
165	11120740	역촌동	05	비거주용
27	11130520	천연동	05	비거주용
58	11130620	홍제1동	05	비거주용
51	11130640	홍제3동	05	비거주용
21	11130650	홍제2동	05	비거주용
45	11130660	홍은1동	05	비거주용
52	11130680	홍은2동	05	비거주용
14	11130690	남가좌1동	05	비거주용
78	11130700	남가좌2동	05	비거주용
19	11130710	북가좌1동	05	비거주용
90	11130720	북가좌2동	05	비거주용
54	11130730	충현동	05	비거주용
38	11130740	북아현동	05	비거주용
158	11130750	신촌동	05	비거주용
142	11130760	연희동	05	비거주용
45	11140590	용강동	05	비거주용
62	11140600	대흥동	05	비거주용
33	11140610	염리동	05	비거주용
64	11140630	신수동	05	비거주용
360	11140660	서교동	05	비거주용
115	11140680	합정동	05	비거주용
112	11140690	망원1동	05	비거주용
100	11140700	망원2동	05	비거주용
117	11140710	연남동	05	비거주용
84	11140720	성산1동	05	비거주용
41	11140730	성산2동	05	비거주용
32	11140740	상암동	05	비거주용
28	11140750	도화동	05	비거주용
67	11140760	서강동	05	비거주용
87	11140770	공덕동	05	비거주용
30	11140780	아현동	05	비거주용
27	11150510	목1동	05	비거주용
62	11150520	목2동	05	비거주용
50	11150530	목3동	05	비거주용
66	11150540	목4동	05	비거주용
107	11150570	신월1동	05	비거주용
38	11150580	신월2동	05	비거주용
45	11150590	신월3동	05	비거주용
21	11150600	신월4동	05	비거주용
36	11150610	신월5동	05	비거주용
13	11150620	신월6동	05	비거주용
61	11150630	신월7동	05	비거주용
45	11150640	신정1동	05	비거주용
57	11150650	신정2동	05	비거주용
21	11150660	신정3동	05	비거주용
22	11150700	신정7동	05	비거주용
0	11150710	목5동	05	비거주용
108	11150720	신정4동	05	비거주용
