house_cnt	adm_cd	adm_nm	type	type_nm
40	11160510	염창동	05	비거주용
41	11160520	등촌1동	05	비거주용
34	11160530	등촌2동	05	비거주용
13	11160540	등촌3동	05	비거주용
78	11160550	화곡본동	05	비거주용
65	11160570	화곡2동	05	비거주용
30	11160580	화곡3동	05	비거주용
66	11160590	화곡4동	05	비거주용
66	11160610	화곡6동	05	비거주용
43	11160630	화곡8동	05	비거주용
29	11160640	가양1동	05	비거주용
0	11160650	가양2동	05	비거주용
36	11160670	발산1동	05	비거주용
56	11160690	공항동	05	비거주용
83	11160700	방화1동	05	비거주용
97	11160710	방화2동	05	비거주용
13	11160720	방화3동	05	비거주용
170	11160730	화곡1동	05	비거주용
66	11160740	우장산동	05	비거주용
43	11170510	신도림동	05	비거주용
0	11170520	구로1동	05	비거주용
28	11170540	구로3동	05	비거주용
72	11170550	구로4동	05	비거주용
90	11170560	구로5동	05	비거주용
46	11170610	고척1동	05	비거주용
62	11170620	고척2동	05	비거주용
33	11170640	개봉2동	05	비거주용
65	11170650	개봉3동	05	비거주용
32	11170670	오류1동	05	비거주용
42	11170690	수궁동	05	비거주용
51	11170700	가리봉동	05	비거주용
119	11170710	구로2동	05	비거주용
48	11170720	개봉1동	05	비거주용
41	11170730	오류2동	05	비거주용
0	11170740	항동	05	비거주용
72	11180510	가산동	05	비거주용
75	11180520	독산1동	05	비거주용
52	11180530	독산2동	05	비거주용
70	11180540	독산3동	05	비거주용
42	11180550	독산4동	05	비거주용
82	11180570	시흥1동	05	비거주용
14	11180580	시흥2동	05	비거주용
18	11180590	시흥3동	05	비거주용
25	11180600	시흥4동	05	비거주용
55	11180610	시흥5동	05	비거주용
0	11190540	여의동	05	비거주용
127	11190550	당산1동	05	비거주용
71	11190560	당산2동	05	비거주용
59	11190610	양평1동	05	비거주용
66	11190620	양평2동	05	비거주용
54	11190630	신길1동	05	비거주용
39	11190650	신길3동	05	비거주용
21	11190660	신길4동	05	비거주용
21	11190670	신길5동	05	비거주용
62	11190680	신길6동	05	비거주용
24	11190690	신길7동	05	비거주용
63	11190700	대림1동	05	비거주용
84	11190710	대림2동	05	비거주용
119	11190720	대림3동	05	비거주용
47	11190730	영등포본동	05	비거주용
131	11190740	영등포동	05	비거주용
53	11190750	도림동	05	비거주용
43	11190760	문래동	05	비거주용
74	11200520	노량진2동	05	비거주용
138	11200530	상도1동	05	비거주용
58	11200540	상도2동	05	비거주용
62	11200550	상도3동	05	비거주용
70	11200560	상도4동	05	비거주용
125	11200630	사당1동	05	비거주용
52	11200650	사당3동	05	비거주용
29	11200660	사당4동	05	비거주용
40	11200670	사당5동	05	비거주용
96	11200680	대방동	05	비거주용
35	11200690	신대방1동	05	비거주용
44	11200700	신대방2동	05	비거주용
65	11200710	흑석동	05	비거주용
58	11200720	노량진1동	05	비거주용
77	11200730	사당2동	05	비거주용
81	11210520	보라매동	05	비거주용
21	11210540	청림동	05	비거주용
110	11210570	행운동	05	비거주용
85	11210580	낙성대동	05	비거주용
73	11210610	중앙동	05	비거주용
90	11210620	인헌동	05	비거주용
39	11210630	남현동	05	비거주용
70	11210640	서원동	05	비거주용
89	11210650	신원동	05	비거주용
127	11210660	서림동	05	비거주용
91	11210680	신사동	05	비거주용
203	11210690	신림동	05	비거주용
14	11210710	난향동	05	비거주용
126	11210720	조원동	05	비거주용
235	11210730	대학동	05	비거주용
104	11210780	은천동	05	비거주용
32	11210790	성현동	05	비거주용
124	11210800	청룡동	05	비거주용
64	11210810	난곡동	05	비거주용
30	11210820	삼성동	05	비거주용
104	11210830	미성동	05	비거주용
79	11220510	서초1동	05	비거주용
43	11220520	서초2동	05	비거주용
111	11220530	서초3동	05	비거주용
6	11220540	서초4동	05	비거주용
81	11220550	잠원동	05	비거주용
64	11220570	반포1동	05	비거주용
49	11220600	반포4동	05	비거주용
65	11220610	방배본동	05	비거주용
79	11220620	방배1동	05	비거주용
63	11220630	방배2동	05	비거주용
27	11220640	방배3동	05	비거주용
96	11220650	방배4동	05	비거주용
114	11220660	양재1동	05	비거주용
216	11220670	양재2동	05	비거주용
23	11220680	내곡동	05	비거주용
110	11230510	신사동	05	비거주용
186	11230520	논현1동	05	비거주용
144	11230530	논현2동	05	비거주용
42	11230580	삼성1동	05	비거주용
82	11230590	삼성2동	05	비거주용
6	11230600	대치1동	05	비거주용
114	11230630	대치4동	05	비거주용
183	11230640	역삼1동	05	비거주용
47	11230650	역삼2동	05	비거주용
52	11230660	도곡1동	05	비거주용
61	11230670	도곡2동	05	비거주용
181	11230710	개포4동	05	비거주용
0	11230720	일원본동	05	비거주용
65	11230730	일원1동	05	비거주용
0	11230740	일원2동	05	비거주용
0	11230750	수서동	05	비거주용
12	11230760	세곡동	05	비거주용
80	11230770	압구정동	05	비거주용
110	11230780	청담동	05	비거주용
26	11230790	대치2동	05	비거주용
17	11230800	개포2동	05	비거주용
43	11240510	풍납1동	05	비거주용
51	11240520	풍납2동	05	비거주용
40	11240530	거여1동	05	비거주용
25	11240540	거여2동	05	비거주용
65	11240550	마천1동	05	비거주용
90	11240560	마천2동	05	비거주용
86	11240570	방이1동	05	비거주용
86	11240580	방이2동	05	비거주용
0	11240590	오륜동	05	비거주용
138	11240600	오금동	05	비거주용
89	11240610	송파1동	05	비거주용
25	11240620	송파2동	05	비거주용
145	11240630	석촌동	05	비거주용
85	11240640	삼전동	05	비거주용
115	11240650	가락본동	05	비거주용
85	11240670	가락2동	05	비거주용
84	11240680	문정1동	05	비거주용
0	11240690	문정2동	05	비거주용
131	11240710	잠실본동	05	비거주용
0	11240750	잠실4동	05	비거주용
50	11240810	장지동	05	비거주용
60	11250530	명일1동	05	비거주용
24	11250540	명일2동	05	비거주용
40	11250550	고덕1동	05	비거주용
32	11250560	고덕2동	05	비거주용
26	11250580	암사2동	05	비거주용
17	11250590	암사3동	05	비거주용
64	11250610	천호1동	05	비거주용
28	11250630	천호3동	05	비거주용
92	11250650	성내1동	05	비거주용
102	11250660	성내2동	05	비거주용
79	11250670	성내3동	05	비거주용
68	11250710	둔촌2동	05	비거주용
72	11250720	암사1동	05	비거주용
130	11250730	천호2동	05	비거주용
142	11250740	길동	05	비거주용
0	11250750	강일동	05	비거주용
33	11250760	상일1동	05	비거주용
1054	11010530	사직동	06	주택이외
35	11010540	삼청동	06	주택이외
193	11010550	부암동	06	주택이외
108	11010560	평창동	06	주택이외
9	11010570	무악동	06	주택이외
107	11010580	교남동	06	주택이외
41	11010600	가회동	06	주택이외
1258	11010610	종로1·2·3·4가동	06	주택이외
660	11010630	종로5·6가동	06	주택이외
194	11010640	이화동	06	주택이외
169	11010670	창신1동	06	주택이외
41	11010680	창신2동	06	주택이외
8	11010690	창신3동	06	주택이외
260	11010700	숭인1동	06	주택이외
1703	11010710	숭인2동	06	주택이외
52	11010720	청운효자동	06	주택이외
171	11010730	혜화동	06	주택이외
413	11020520	소공동	06	주택이외
140	11020540	회현동	06	주택이외
230	11020550	명동	06	주택이외
339	11020570	필동	06	주택이외
70	11020580	장충동	06	주택이외
910	11020590	광희동	06	주택이외
711	11020600	을지로동	06	주택이외
319	11020650	신당5동	06	주택이외
1851	11020670	황학동	06	주택이외
497	11020680	중림동	06	주택이외
832	11020690	신당동	06	주택이외
156	11020700	다산동	06	주택이외
147	11020710	약수동	06	주택이외
114	11020720	청구동	06	주택이외
22	11020730	동화동	06	주택이외
185	11030510	후암동	06	주택이외
45	11030520	용산2가동	06	주택이외
916	11030530	남영동	06	주택이외
239	11030570	원효로2동	06	주택이외
26	11030580	효창동	06	주택이외
55	11030590	용문동	06	주택이외
29	11030630	이촌1동	06	주택이외
14	11030640	이촌2동	06	주택이외
71	11030650	이태원1동	06	주택이외
48	11030660	이태원2동	06	주택이외
47	11030690	서빙고동	06	주택이외
25	11030700	보광동	06	주택이외
803	11030710	청파동	06	주택이외
1300	11030720	원효로1동	06	주택이외
2957	11030730	한강로동	06	주택이외
193	11030740	한남동	06	주택이외
373	11040520	왕십리2동	06	주택이외
350	11040540	마장동	06	주택이외
139	11040550	사근동	06	주택이외
403	11040560	행당1동	06	주택이외
12	11040570	행당2동	06	주택이외
17	11040580	응봉동	06	주택이외
57	11040590	금호1가동	06	주택이외
48	11040620	금호4가동	06	주택이외
470	11040650	성수1가1동	06	주택이외
664	11040660	성수1가2동	06	주택이외
104	11040670	성수2가1동	06	주택이외
780	11040680	성수2가3동	06	주택이외
113	11040690	송정동	06	주택이외
1442	11040700	용답동	06	주택이외
1293	11040710	왕십리도선동	06	주택이외
59	11040720	금호2·3가동	06	주택이외
185	11040730	옥수동	06	주택이외
2725	11050530	화양동	06	주택이외
612	11050540	군자동	06	주택이외
638	11050550	중곡1동	06	주택이외
411	11050560	중곡2동	06	주택이외
124	11050570	중곡3동	06	주택이외
166	11050580	중곡4동	06	주택이외
243	11050590	능동	06	주택이외
1426	11050600	구의1동	06	주택이외
239	11050610	구의2동	06	주택이외
500	11050620	구의3동	06	주택이외
354	11050630	광장동	06	주택이외
928	11050640	자양1동	06	주택이외
182	11050650	자양2동	06	주택이외
199	11050660	자양3동	06	주택이외
133	11050670	자양4동	06	주택이외
376	11060710	회기동	06	주택이외
997	11060720	휘경1동	06	주택이외
64	11060730	휘경2동	06	주택이외
169	11060800	청량리동	06	주택이외
3992	11060810	용신동	06	주택이외
650	11060820	제기동	06	주택이외
636	11060830	전농1동	06	주택이외
74	11060840	전농2동	06	주택이외
701	11060860	답십리2동	06	주택이외
2093	11060870	장안1동	06	주택이외
835	11060880	장안2동	06	주택이외
740	11060890	이문1동	06	주택이외
382	11060900	이문2동	06	주택이외
1198	11060910	답십리1동	06	주택이외
76	11070520	면목2동	06	주택이외
32	11070540	면목4동	06	주택이외
60	11070550	면목5동	06	주택이외
215	11070570	면목7동	06	주택이외
97	11070590	상봉1동	06	주택이외
1692	11070600	상봉2동	06	주택이외
56	11070610	중화1동	06	주택이외
297	11070620	중화2동	06	주택이외
342	11070640	묵1동	06	주택이외
54	11070650	묵2동	06	주택이외
53	11070680	망우3동	06	주택이외
74	11070690	신내1동	06	주택이외
352	11070700	신내2동	06	주택이외
597	11070710	면목본동	06	주택이외
120	11070720	면목3·8동	06	주택이외
670	11070730	망우본동	06	주택이외
35	11080580	돈암1동	06	주택이외
13	11080590	돈암2동	06	주택이외
413	11080600	안암동	06	주택이외
265	11080610	보문동	06	주택이외
42	11080620	정릉1동	06	주택이외
89	11080630	정릉2동	06	주택이외
206	11080640	정릉3동	06	주택이외
69	11080650	정릉4동	06	주택이외
50	11080660	길음1동	06	주택이외
47	11080680	길음2동	06	주택이외
244	11080710	월곡1동	06	주택이외
177	11080720	월곡2동	06	주택이외
39	11080760	장위1동	06	주택이외
60	11080770	장위2동	06	주택이외
218	11080780	장위3동	06	주택이외
368	11080810	성북동	06	주택이외
351	11080820	삼선동	06	주택이외
991	11080830	동선동	06	주택이외
173	11080840	종암동	06	주택이외
265	11080850	석관동	06	주택이외
567	11090600	번1동	06	주택이외
19	11090610	번2동	06	주택이외
15	11090620	번3동	06	주택이외
481	11090630	수유1동	06	주택이외
146	11090640	수유2동	06	주택이외
480	11090650	수유3동	06	주택이외
75	11090690	삼양동	06	주택이외
469	11090700	미아동	06	주택이외
103	11090710	송중동	06	주택이외
109	11090720	송천동	06	주택이외
19	11090730	삼각산동	06	주택이외
74	11090740	우이동	06	주택이외
176	11090750	인수동	06	주택이외
35	11100510	쌍문1동	06	주택이외
115	11100520	쌍문2동	06	주택이외
171	11100530	쌍문3동	06	주택이외
7	11100540	쌍문4동	06	주택이외
659	11100550	방학1동	06	주택이외
36	11100560	방학2동	06	주택이외
9	11100570	방학3동	06	주택이외
294	11100590	창1동	06	주택이외
1365	11100600	창2동	06	주택이외
27	11100610	창3동	06	주택이외
245	11100620	창4동	06	주택이외
753	11100630	창5동	06	주택이외
168	11100640	도봉1동	06	주택이외
778	11100650	도봉2동	06	주택이외
470	11110510	월계1동	06	주택이외
8	11110520	월계2동	06	주택이외
5	11110530	월계3동	06	주택이외
98	11110560	공릉2동	06	주택이외
85	11110580	하계1동	06	주택이외
0	11110590	하계2동	06	주택이외
24	11110600	중계본동	06	주택이외
177	11110610	중계1동	06	주택이외
70	11110640	중계4동	06	주택이외
667	11110650	상계1동	06	주택이외
226	11110660	상계2동	06	주택이외
34	11110690	상계5동	06	주택이외
0	11110720	상계8동	06	주택이외
0	11110730	상계9동	06	주택이외
47	11110740	상계10동	06	주택이외
80	11110760	상계3·4동	06	주택이외
112	11110770	상계6·7동	06	주택이외
675	11110780	중계2·3동	06	주택이외
454	11110790	공릉1동	06	주택이외
665	11120510	녹번동	06	주택이외
363	11120520	불광1동	06	주택이외
73	11120550	갈현1동	06	주택이외
271	11120560	갈현2동	06	주택이외
165	11120570	구산동	06	주택이외
1285	11120580	대조동	06	주택이외
1717	11120590	응암1동	06	주택이외
235	11120600	응암2동	06	주택이외
369	11120650	신사1동	06	주택이외
96	11120660	신사2동	06	주택이외
72	11120670	증산동	06	주택이외
35	11120680	수색동	06	주택이외
3432	11120710	진관동	06	주택이외
177	11120720	불광2동	06	주택이외
728	11120730	응암3동	06	주택이외
694	11120740	역촌동	06	주택이외
58	11130520	천연동	06	주택이외
149	11130620	홍제1동	06	주택이외
57	11130640	홍제3동	06	주택이외
20	11130650	홍제2동	06	주택이외
55	11130660	홍은1동	06	주택이외
277	11130680	홍은2동	06	주택이외
45	11130690	남가좌1동	06	주택이외
81	11130700	남가좌2동	06	주택이외
32	11130710	북가좌1동	06	주택이외
166	11130720	북가좌2동	06	주택이외
889	11130730	충현동	06	주택이외
123	11130740	북아현동	06	주택이외
3539	11130750	신촌동	06	주택이외
1544	11130760	연희동	06	주택이외
1056	11140590	용강동	06	주택이외
1011	11140600	대흥동	06	주택이외
208	11140610	염리동	06	주택이외
126	11140630	신수동	06	주택이외
1750	11140660	서교동	06	주택이외
628	11140680	합정동	06	주택이외
63	11140690	망원1동	06	주택이외
36	11140700	망원2동	06	주택이외
92	11140710	연남동	06	주택이외
321	11140720	성산1동	06	주택이외
3770	11140730	성산2동	06	주택이외
2190	11140740	상암동	06	주택이외
701	11140750	도화동	06	주택이외
681	11140760	서강동	06	주택이외
2926	11140770	공덕동	06	주택이외
738	11140780	아현동	06	주택이외
2008	11150510	목1동	06	주택이외
226	11150520	목2동	06	주택이외
541	11150530	목3동	06	주택이외
181	11150540	목4동	06	주택이외
229	11150570	신월1동	06	주택이외
121	11150580	신월2동	06	주택이외
73	11150590	신월3동	06	주택이외
80	11150600	신월4동	06	주택이외
105	11150610	신월5동	06	주택이외
48	11150620	신월6동	06	주택이외
42	11150630	신월7동	06	주택이외
32	11150640	신정1동	06	주택이외
35	11150650	신정2동	06	주택이외
488	11150660	신정3동	06	주택이외
750	11150690	신정6동	06	주택이외
428	11150700	신정7동	06	주택이외
759	11150710	목5동	06	주택이외
660	11150720	신정4동	06	주택이외
1323	11160510	염창동	06	주택이외
4369	11160520	등촌1동	06	주택이외
188	11160530	등촌2동	06	주택이외
1114	11160540	등촌3동	06	주택이외
1758	11160550	화곡본동	06	주택이외
92	11160570	화곡2동	06	주택이외
358	11160580	화곡3동	06	주택이외
169	11160590	화곡4동	06	주택이외
2147	11160610	화곡6동	06	주택이외
171	11160630	화곡8동	06	주택이외
11394	11160640	가양1동	06	주택이외
958	11160650	가양2동	06	주택이외
273	11160660	가양3동	06	주택이외
125	11160670	발산1동	06	주택이외
353	11160690	공항동	06	주택이외
778	11160700	방화1동	06	주택이외
1216	11160710	방화2동	06	주택이외
920	11160720	방화3동	06	주택이외
3122	11160730	화곡1동	06	주택이외
292	11160740	우장산동	06	주택이외
1651	11170510	신도림동	06	주택이외
1391	11170520	구로1동	06	주택이외
2039	11170540	구로3동	06	주택이외
1201	11170550	구로4동	06	주택이외
3407	11170560	구로5동	06	주택이외
399	11170610	고척1동	06	주택이외
37	11170620	고척2동	06	주택이외
151	11170640	개봉2동	06	주택이외
65	11170650	개봉3동	06	주택이외
2676	11170670	오류1동	06	주택이외
80	11170690	수궁동	06	주택이외
437	11170700	가리봉동	06	주택이외
1037	11170710	구로2동	06	주택이외
216	11170720	개봉1동	06	주택이외
454	11170730	오류2동	06	주택이외
6	11170740	항동	06	주택이외
5736	11180510	가산동	06	주택이외
4382	11180520	독산1동	06	주택이외
259	11180530	독산2동	06	주택이외
854	11180540	독산3동	06	주택이외
113	11180550	독산4동	06	주택이외
1534	11180570	시흥1동	06	주택이외
14	11180580	시흥2동	06	주택이외
55	11180590	시흥3동	06	주택이외
78	11180600	시흥4동	06	주택이외
120	11180610	시흥5동	06	주택이외
2310	11190540	여의동	06	주택이외
1415	11190550	당산1동	06	주택이외
4662	11190560	당산2동	06	주택이외
3810	11190610	양평1동	06	주택이외
1891	11190620	양평2동	06	주택이외
1099	11190630	신길1동	06	주택이외
85	11190650	신길3동	06	주택이외
175	11190660	신길4동	06	주택이외
26	11190670	신길5동	06	주택이외
70	11190680	신길6동	06	주택이외
50	11190690	신길7동	06	주택이외
58	11190700	대림1동	06	주택이외
410	11190710	대림2동	06	주택이외
221	11190720	대림3동	06	주택이외
196	11190730	영등포본동	06	주택이외
7713	11190740	영등포동	06	주택이외
1770	11190750	도림동	06	주택이외
3025	11190760	문래동	06	주택이외
620	11200520	노량진2동	06	주택이외
273	11200530	상도1동	06	주택이외
89	11200540	상도2동	06	주택이외
126	11200550	상도3동	06	주택이외
67	11200560	상도4동	06	주택이외
373	11200630	사당1동	06	주택이외
169	11200650	사당3동	06	주택이외
32	11200660	사당4동	06	주택이외
94	11200670	사당5동	06	주택이외
523	11200680	대방동	06	주택이외
652	11200690	신대방1동	06	주택이외
140	11200700	신대방2동	06	주택이외
80	11200710	흑석동	06	주택이외
554	11200720	노량진1동	06	주택이외
141	11200730	사당2동	06	주택이외
662	11210520	보라매동	06	주택이외
35	11210540	청림동	06	주택이외
907	11210570	행운동	06	주택이외
1016	11210580	낙성대동	06	주택이외
1642	11210610	중앙동	06	주택이외
326	11210620	인헌동	06	주택이외
1030	11210630	남현동	06	주택이외
1026	11210640	서원동	06	주택이외
69	11210650	신원동	06	주택이외
228	11210660	서림동	06	주택이외
260	11210680	신사동	06	주택이외
2937	11210690	신림동	06	주택이외
17	11210710	난향동	06	주택이외
711	11210720	조원동	06	주택이외
442	11210730	대학동	06	주택이외
478	11210780	은천동	06	주택이외
155	11210790	성현동	06	주택이외
5759	11210800	청룡동	06	주택이외
132	11210810	난곡동	06	주택이외
97	11210820	삼성동	06	주택이외
501	11210830	미성동	06	주택이외
504	11220510	서초1동	06	주택이외
1998	11220520	서초2동	06	주택이외
2244	11220530	서초3동	06	주택이외
1042	11220540	서초4동	06	주택이외
151	11220550	잠원동	06	주택이외
10	11220560	반포본동	06	주택이외
95	11220570	반포1동	06	주택이외
0	11220580	반포2동	06	주택이외
88	11220590	반포3동	06	주택이외
58	11220600	반포4동	06	주택이외
265	11220610	방배본동	06	주택이외
54	11220620	방배1동	06	주택이외
209	11220630	방배2동	06	주택이외
324	11220640	방배3동	06	주택이외
142	11220650	방배4동	06	주택이외
608	11220660	양재1동	06	주택이외
584	11220670	양재2동	06	주택이외
734	11220680	내곡동	06	주택이외
96	11230510	신사동	06	주택이외
488	11230520	논현1동	06	주택이외
479	11230530	논현2동	06	주택이외
517	11230580	삼성1동	06	주택이외
664	11230590	삼성2동	06	주택이외
86	11230600	대치1동	06	주택이외
679	11230630	대치4동	06	주택이외
4066	11230640	역삼1동	06	주택이외
1166	11230650	역삼2동	06	주택이외
248	11230660	도곡1동	06	주택이외
565	11230670	도곡2동	06	주택이외
10	11230680	개포1동	06	주택이외
190	11230710	개포4동	06	주택이외
7	11230720	일원본동	06	주택이외
62	11230730	일원1동	06	주택이외
436	11230740	일원2동	06	주택이외
395	11230750	수서동	06	주택이외
3293	11230760	세곡동	06	주택이외
239	11230770	압구정동	06	주택이외
394	11230780	청담동	06	주택이외
537	11230790	대치2동	06	주택이외
253	11230800	개포2동	06	주택이외
19	11240510	풍납1동	06	주택이외
41	11240520	풍납2동	06	주택이외
228	11240530	거여1동	06	주택이외
93	11240540	거여2동	06	주택이외
34	11240550	마천1동	06	주택이외
79	11240560	마천2동	06	주택이외
101	11240570	방이1동	06	주택이외
3922	11240580	방이2동	06	주택이외
5	11240590	오륜동	06	주택이외
304	11240600	오금동	06	주택이외
265	11240610	송파1동	06	주택이외
42	11240620	송파2동	06	주택이외
509	11240630	석촌동	06	주택이외
218	11240640	삼전동	06	주택이외
740	11240650	가락본동	06	주택이외
0	11240660	가락1동	06	주택이외
172	11240670	가락2동	06	주택이외
83	11240680	문정1동	06	주택이외
9125	11240690	문정2동	06	주택이외
1007	11240710	잠실본동	06	주택이외
0	11240750	잠실4동	06	주택이외
302	11240770	잠실6동	06	주택이외
335	11240800	잠실3동	06	주택이외
92	11240810	장지동	06	주택이외
286	11240820	위례동	06	주택이외
62	11250530	명일1동	06	주택이외
1002	11250540	명일2동	06	주택이외
6	11250550	고덕1동	06	주택이외
104	11250560	고덕2동	06	주택이외
206	11250580	암사2동	06	주택이외
65	11250590	암사3동	06	주택이외
126	11250610	천호1동	06	주택이외
2305	11250630	천호3동	06	주택이외
131	11250650	성내1동	06	주택이외
464	11250660	성내2동	06	주택이외
289	11250670	성내3동	06	주택이외
0	11250700	둔촌1동	06	주택이외
158	11250710	둔촌2동	06	주택이외
213	11250720	암사1동	06	주택이외
1612	11250730	천호2동	06	주택이외
1602	11250740	길동	06	주택이외
711	11250750	강일동	06	주택이외
23	11250760	상일1동	06	주택이외
0	11250770	상일2동	06	주택이외
