house_cnt	adm_cd	adm_nm	age	age_nm
512	11010610	종로1·2·3·4가동	12	노후50년이상
190	11010630	종로5·6가동	12	노후50년이상
181	11010640	이화동	12	노후50년이상
508	11010670	창신1동	12	노후50년이상
201	11010680	창신2동	12	노후50년이상
129	11010690	창신3동	12	노후50년이상
259	11010700	숭인1동	12	노후50년이상
207	11010710	숭인2동	12	노후50년이상
662	11010720	청운효자동	12	노후50년이상
329	11010730	혜화동	12	노후50년이상
52	11020520	소공동	12	노후50년이상
220	11020540	회현동	12	노후50년이상
126	11020550	명동	12	노후50년이상
183	11020570	필동	12	노후50년이상
227	11020580	장충동	12	노후50년이상
722	11020590	광희동	12	노후50년이상
95	11020600	을지로동	12	노후50년이상
174	11020650	신당5동	12	노후50년이상
253	11020670	황학동	12	노후50년이상
129	11020680	중림동	12	노후50년이상
493	11020690	신당동	12	노후50년이상
307	11020700	다산동	12	노후50년이상
114	11020710	약수동	12	노후50년이상
208	11020720	청구동	12	노후50년이상
46	11020730	동화동	12	노후50년이상
720	11030510	후암동	12	노후50년이상
242	11030520	용산2가동	12	노후50년이상
579	11030530	남영동	12	노후50년이상
190	11030570	원효로2동	12	노후50년이상
124	11030580	효창동	12	노후50년이상
181	11030590	용문동	12	노후50년이상
54	11030630	이촌1동	12	노후50년이상
437	11030640	이촌2동	12	노후50년이상
222	11030650	이태원1동	12	노후50년이상
353	11030660	이태원2동	12	노후50년이상
194	11030690	서빙고동	12	노후50년이상
570	11030700	보광동	12	노후50년이상
693	11030710	청파동	12	노후50년이상
314	11030720	원효로1동	12	노후50년이상
722	11030730	한강로동	12	노후50년이상
734	11030740	한남동	12	노후50년이상
87	11040520	왕십리2동	12	노후50년이상
280	11040540	마장동	12	노후50년이상
203	11040550	사근동	12	노후50년이상
78	11040560	행당1동	12	노후50년이상
19	11040570	행당2동	12	노후50년이상
6	11040580	응봉동	12	노후50년이상
29	11040590	금호1가동	12	노후50년이상
107	11040620	금호4가동	12	노후50년이상
99	11040650	성수1가1동	12	노후50년이상
44	11040660	성수1가2동	12	노후50년이상
223	11040670	성수2가1동	12	노후50년이상
27	11040680	성수2가3동	12	노후50년이상
16	11040690	송정동	12	노후50년이상
10	11040700	용답동	12	노후50년이상
128	11040710	왕십리도선동	12	노후50년이상
233	11040720	금호2·3가동	12	노후50년이상
9	11040730	옥수동	12	노후50년이상
84	11050530	화양동	12	노후50년이상
71	11050540	군자동	12	노후50년이상
0	11050550	중곡1동	12	노후50년이상
0	11050560	중곡2동	12	노후50년이상
8	11050570	중곡3동	12	노후50년이상
15	11050580	중곡4동	12	노후50년이상
8	11050590	능동	12	노후50년이상
10	11050600	구의1동	12	노후50년이상
32	11050610	구의2동	12	노후50년이상
22	11050620	구의3동	12	노후50년이상
29	11050630	광장동	12	노후50년이상
36	11050640	자양1동	12	노후50년이상
0	11050650	자양2동	12	노후50년이상
0	11050660	자양3동	12	노후50년이상
60	11050670	자양4동	12	노후50년이상
249	11060710	회기동	12	노후50년이상
79	11060720	휘경1동	12	노후50년이상
118	11060730	휘경2동	12	노후50년이상
805	11060800	청량리동	12	노후50년이상
492	11060810	용신동	12	노후50년이상
817	11060820	제기동	12	노후50년이상
648	11060830	전농1동	12	노후50년이상
186	11060840	전농2동	12	노후50년이상
133	11060860	답십리2동	12	노후50년이상
16	11060870	장안1동	12	노후50년이상
16	11060880	장안2동	12	노후50년이상
384	11060890	이문1동	12	노후50년이상
409	11060900	이문2동	12	노후50년이상
186	11060910	답십리1동	12	노후50년이상
25	11070520	면목2동	12	노후50년이상
54	11070540	면목4동	12	노후50년이상
0	11070550	면목5동	12	노후50년이상
156	11070570	면목7동	12	노후50년이상
53	11070590	상봉1동	12	노후50년이상
58	11070600	상봉2동	12	노후50년이상
16	11070610	중화1동	12	노후50년이상
59	11070620	중화2동	12	노후50년이상
20	11070640	묵1동	12	노후50년이상
0	11070650	묵2동	12	노후50년이상
8	11070680	망우3동	12	노후50년이상
51	11070690	신내1동	12	노후50년이상
0	11070700	신내2동	12	노후50년이상
91	11070710	면목본동	12	노후50년이상
151	11070720	면목3·8동	12	노후50년이상
25	11070730	망우본동	12	노후50년이상
143	11080580	돈암1동	12	노후50년이상
34	11080590	돈암2동	12	노후50년이상
260	11080600	안암동	12	노후50년이상
250	11080610	보문동	12	노후50년이상
170	11080620	정릉1동	12	노후50년이상
351	11080630	정릉2동	12	노후50년이상
878	11080640	정릉3동	12	노후50년이상
202	11080650	정릉4동	12	노후50년이상
41	11080660	길음1동	12	노후50년이상
251	11080680	길음2동	12	노후50년이상
316	11080710	월곡1동	12	노후50년이상
284	11080720	월곡2동	12	노후50년이상
364	11080760	장위1동	12	노후50년이상
431	11080770	장위2동	12	노후50년이상
39	11080780	장위3동	12	노후50년이상
812	11080810	성북동	12	노후50년이상
721	11080820	삼선동	12	노후50년이상
346	11080830	동선동	12	노후50년이상
444	11080840	종암동	12	노후50년이상
463	11080850	석관동	12	노후50년이상
149	11090600	번1동	12	노후50년이상
25	11090610	번2동	12	노후50년이상
0	11090620	번3동	12	노후50년이상
275	11090630	수유1동	12	노후50년이상
101	11090640	수유2동	12	노후50년이상
202	11090650	수유3동	12	노후50년이상
516	11090690	삼양동	12	노후50년이상
238	11090700	미아동	12	노후50년이상
445	11090710	송중동	12	노후50년이상
793	11090720	송천동	12	노후50년이상
8	11090730	삼각산동	12	노후50년이상
255	11090740	우이동	12	노후50년이상
278	11090750	인수동	12	노후50년이상
126	11100510	쌍문1동	12	노후50년이상
7	11100520	쌍문2동	12	노후50년이상
21	11100530	쌍문3동	12	노후50년이상
9	11100560	방학2동	12	노후50년이상
27	11100570	방학3동	12	노후50년이상
0	11100590	창1동	12	노후50년이상
13	11100600	창2동	12	노후50년이상
0	11100630	창5동	12	노후50년이상
173	11100640	도봉1동	12	노후50년이상
48	11100650	도봉2동	12	노후50년이상
41	11110510	월계1동	12	노후50년이상
0	11110520	월계2동	12	노후50년이상
81	11110560	공릉2동	12	노후50년이상
5	11110580	하계1동	12	노후50년이상
300	11110600	중계본동	12	노후50년이상
7	11110640	중계4동	12	노후50년이상
16	11110650	상계1동	12	노후50년이상
11	11110660	상계2동	12	노후50년이상
43	11110690	상계5동	12	노후50년이상
873	11110760	상계3·4동	12	노후50년이상
0	11110790	공릉1동	12	노후50년이상
99	11120510	녹번동	12	노후50년이상
275	11120520	불광1동	12	노후50년이상
444	11120550	갈현1동	12	노후50년이상
105	11120560	갈현2동	12	노후50년이상
20	11120570	구산동	12	노후50년이상
195	11120580	대조동	12	노후50년이상
91	11120590	응암1동	12	노후50년이상
68	11120600	응암2동	12	노후50년이상
6	11120650	신사1동	12	노후50년이상
49	11120660	신사2동	12	노후50년이상
69	11120670	증산동	12	노후50년이상
124	11120680	수색동	12	노후50년이상
35	11120710	진관동	12	노후50년이상
152	11120720	불광2동	12	노후50년이상
103	11120730	응암3동	12	노후50년이상
70	11120740	역촌동	12	노후50년이상
137	11130520	천연동	12	노후50년이상
182	11130620	홍제1동	12	노후50년이상
346	11130640	홍제3동	12	노후50년이상
176	11130650	홍제2동	12	노후50년이상
486	11130660	홍은1동	12	노후50년이상
67	11130680	홍은2동	12	노후50년이상
91	11130690	남가좌1동	12	노후50년이상
38	11130700	남가좌2동	12	노후50년이상
44	11130720	북가좌2동	12	노후50년이상
619	11130730	충현동	12	노후50년이상
231	11130740	북아현동	12	노후50년이상
176	11130750	신촌동	12	노후50년이상
248	11130760	연희동	12	노후50년이상
64	11140590	용강동	12	노후50년이상
332	11140600	대흥동	12	노후50년이상
193	11140610	염리동	12	노후50년이상
121	11140630	신수동	12	노후50년이상
154	11140660	서교동	12	노후50년이상
73	11140680	합정동	12	노후50년이상
81	11140690	망원1동	12	노후50년이상
8	11140700	망원2동	12	노후50년이상
225	11140710	연남동	12	노후50년이상
47	11140720	성산1동	12	노후50년이상
18	11140730	성산2동	12	노후50년이상
32	11140740	상암동	12	노후50년이상
135	11140750	도화동	12	노후50년이상
168	11140760	서강동	12	노후50년이상
607	11140770	공덕동	12	노후50년이상
105	11140780	아현동	12	노후50년이상
6	11150520	목2동	12	노후50년이상
7	11150530	목3동	12	노후50년이상
0	11150580	신월2동	12	노후50년이상
0	11150600	신월4동	12	노후50년이상
9	11150650	신정2동	12	노후50년이상
0	11150660	신정3동	12	노후50년이상
0	11150700	신정7동	12	노후50년이상
0	11160510	염창동	12	노후50년이상
0	11160520	등촌1동	12	노후50년이상
5	11160530	등촌2동	12	노후50년이상
39	11160550	화곡본동	12	노후50년이상
0	11160570	화곡2동	12	노후50년이상
0	11160590	화곡4동	12	노후50년이상
0	11160610	화곡6동	12	노후50년이상
25	11160630	화곡8동	12	노후50년이상
5	11160640	가양1동	12	노후50년이상
127	11160690	공항동	12	노후50년이상
55	11160700	방화1동	12	노후50년이상
75	11160710	방화2동	12	노후50년이상
0	11160720	방화3동	12	노후50년이상
34	11160730	화곡1동	12	노후50년이상
12	11160740	우장산동	12	노후50년이상
49	11170510	신도림동	12	노후50년이상
172	11170540	구로3동	12	노후50년이상
172	11170550	구로4동	12	노후50년이상
48	11170560	구로5동	12	노후50년이상
53	11170610	고척1동	12	노후50년이상
27	11170620	고척2동	12	노후50년이상
18	11170650	개봉3동	12	노후50년이상
61	11170670	오류1동	12	노후50년이상
39	11170690	수궁동	12	노후50년이상
79	11170700	가리봉동	12	노후50년이상
413	11170710	구로2동	12	노후50년이상
41	11170720	개봉1동	12	노후50년이상
72	11170730	오류2동	12	노후50년이상
6	11170740	항동	12	노후50년이상
14	11180510	가산동	12	노후50년이상
6	11180520	독산1동	12	노후50년이상
0	11180540	독산3동	12	노후50년이상
18	11180570	시흥1동	12	노후50년이상
0	11180580	시흥2동	12	노후50년이상
0	11180590	시흥3동	12	노후50년이상
0	11180600	시흥4동	12	노후50년이상
14	11180610	시흥5동	12	노후50년이상
174	11190550	당산1동	12	노후50년이상
55	11190560	당산2동	12	노후50년이상
108	11190610	양평1동	12	노후50년이상
60	11190620	양평2동	12	노후50년이상
323	11190630	신길1동	12	노후50년이상
110	11190650	신길3동	12	노후50년이상
64	11190660	신길4동	12	노후50년이상
87	11190670	신길5동	12	노후50년이상
57	11190680	신길6동	12	노후50년이상
19	11190690	신길7동	12	노후50년이상
55	11190700	대림1동	12	노후50년이상
21	11190710	대림2동	12	노후50년이상
10	11190720	대림3동	12	노후50년이상
406	11190730	영등포본동	12	노후50년이상
305	11190740	영등포동	12	노후50년이상
155	11190750	도림동	12	노후50년이상
160	11190760	문래동	12	노후50년이상
359	11200520	노량진2동	12	노후50년이상
123	11200530	상도1동	12	노후50년이상
181	11200540	상도2동	12	노후50년이상
100	11200550	상도3동	12	노후50년이상
125	11200560	상도4동	12	노후50년이상
6	11200630	사당1동	12	노후50년이상
9	11200650	사당3동	12	노후50년이상
0	11200660	사당4동	12	노후50년이상
0	11200670	사당5동	12	노후50년이상
155	11200680	대방동	12	노후50년이상
29	11200690	신대방1동	12	노후50년이상
72	11200700	신대방2동	12	노후50년이상
462	11200710	흑석동	12	노후50년이상
274	11200720	노량진1동	12	노후50년이상
32	11200730	사당2동	12	노후50년이상
58	11210520	보라매동	12	노후50년이상
143	11210540	청림동	12	노후50년이상
46	11210570	행운동	12	노후50년이상
33	11210580	낙성대동	12	노후50년이상
110	11210610	중앙동	12	노후50년이상
62	11210620	인헌동	12	노후50년이상
191	11210630	남현동	12	노후50년이상
11	11210640	서원동	12	노후50년이상
18	11210650	신원동	12	노후50년이상
21	11210660	서림동	12	노후50년이상
8	11210680	신사동	12	노후50년이상
13	11210690	신림동	12	노후50년이상
17	11210710	난향동	12	노후50년이상
0	11210720	조원동	12	노후50년이상
25	11210730	대학동	12	노후50년이상
165	11210780	은천동	12	노후50년이상
72	11210790	성현동	12	노후50년이상
53	11210800	청룡동	12	노후50년이상
27	11210810	난곡동	12	노후50년이상
738	11210820	삼성동	12	노후50년이상
9	11210830	미성동	12	노후50년이상
0	11220610	방배본동	12	노후50년이상
0	11220620	방배1동	12	노후50년이상
0	11220630	방배2동	12	노후50년이상
17	11220640	방배3동	12	노후50년이상
0	11220650	방배4동	12	노후50년이상
54	11220680	내곡동	12	노후50년이상
0	11230660	도곡1동	12	노후50년이상
0	11230720	일원본동	12	노후50년이상
0	11230760	세곡동	12	노후50년이상
7	11240510	풍납1동	12	노후50년이상
0	11240530	거여1동	12	노후50년이상
0	11240540	거여2동	12	노후50년이상
43	11240550	마천1동	12	노후50년이상
66	11240560	마천2동	12	노후50년이상
0	11240580	방이2동	12	노후50년이상
0	11240600	오금동	12	노후50년이상
16	11240670	가락2동	12	노후50년이상
0	11240710	잠실본동	12	노후50년이상
0	11240820	위례동	12	노후50년이상
0	11250540	명일2동	12	노후50년이상
0	11250550	고덕1동	12	노후50년이상
0	11250560	고덕2동	12	노후50년이상
7	11250580	암사2동	12	노후50년이상
0	11250590	암사3동	12	노후50년이상
0	11250610	천호1동	12	노후50년이상
72	11250630	천호3동	12	노후50년이상
0	11250650	성내1동	12	노후50년이상
22	11250660	성내2동	12	노후50년이상
0	11250710	둔촌2동	12	노후50년이상
0	11250720	암사1동	12	노후50년이상
84	11250730	천호2동	12	노후50년이상
0	11250740	길동	12	노후50년이상
16	11250750	강일동	12	노후50년이상
